title,body,label_name,label,url
Automatically clean up or archive stale copilot chat sessions after Inactivity and task completion in agent mode,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->

Today VSCode cleans up the chat history of GH Copilot every time that it gets restarted, once this happens the user sees a list of the historic sessions in case the user wants to resume the work from one of them.

VSCode might consider a similar approach for sessions that have been inactive for a long period of time, and when using agent mode when their finished without an stop reason.

Why? The user might have already finished the work that was doing and after a period of time might resume the work picking a different task where the current chat history is unrelated to it.

Today as a developer and user of VSCode I have to manually restart the session, making a click to the + icon, two or three times a day. Wondering how many users are missing to do so and they are starting new work by polluting the context with the previous work. 

We might consider on showing a pop up with a clear ask about if the user wants to continue with the current session or wants to start a new one rather than eagerly start a new one. This would still allow users that want to keep using the same session  to do so without having to go through the history chat list
",feature-request,1,https://github.com/microsoft/vscode/issues/286567
Draw active indication atop the activity bar icons when shown at the bottom,"* set activity bar position > bottom
* notice how the active indidator (the underline) still renders below. IMO would be nice above

<img width=""326"" height=""170"" alt=""Image"" src=""https://github.com/user-attachments/assets/3b095b6d-e3ce-4cec-b856-dd94804ae6c9"" />",feature-request,1,https://github.com/microsoft/vscode/issues/286566
Switching to a competed session with handoff (like Plan) doesn't show handoffs,"
Type: <b>Bug</b>

STR:
- Start a chat in plan agent
- Back to agent sessions
- Open completed plan agent sessions
- 🐛 No handoffs shown

<img width=""721"" height=""346"" alt=""Image"" src=""https://github.com/user-attachments/assets/2c97dab3-938f-48d7-b9a3-4f0ef3305c1d"" />

VS Code version: Code - Insiders 1.108.0-insider (Universal) (3d862df21449d5ead0b0b1fbe6d43eb05490cb1c, 2026-01-07T05:04:22.606Z)
OS version: Darwin arm64 25.2.0
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Apple M4 Pro (14 x 2400)|
|GPU Status|2d_canvas: enabled<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: enabled_on<br>trees_in_viz: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|7, 17, 19|
|Memory (System)|24.00GB (0.11GB free)|
|Process Argv|--log trace --crash-reporter-id 9b206efe-c338-4f34-baff-2aab1c48a82e|
|Screen Reader|no|
|VM|0%|
</details>
<!-- generated by issue reporter -->",bug,0,https://github.com/microsoft/vscode/issues/286555
"Add a way to attach output to a test, without it being added to the main test run output.","When running tests, there is the main output panel for the test run, and each test has an output panel. 

I would like it that when tests run, the main output panel only contains the progress, and a summary of the test results, and the test output panel should contain the full output for the test.

Currently, when attaching output to a test with `TestRun.appendOutput`, it gets added to both the test output and the main output.

> This is as the API is designed (and changing it would be a breaking change at this point.) `appendOutput` is used for messages that appear in the console output of the test run.

 _Originally posted by @connor4312 in [#200715](https://github.com/microsoft/vscode/issues/200715#issuecomment-1854341304)_

Please add a way in the API to attach output to a test, without it being added to the main TestRun output.
",feature-request,1,https://github.com/microsoft/vscode/issues/286533
Chat layout getItemsWidth is very expensive,"Pretty full chat session with the workbench in the following state:

<img width=""2558"" height=""1399"" alt=""Image"" src=""https://github.com/user-attachments/assets/7672a954-b408-45b9-92eb-9d2ea42dde08"" />

I type into the input and the lag is very noticeable. Taking a trace reveals FPS drops significantly because of layout thrashing in getItemsWidth:

<img width=""2365"" height=""1499"" alt=""Image"" src=""https://github.com/user-attachments/assets/7c029cdc-cc0e-46e5-bddb-d4a3f1e2a92b"" />

<img width=""1982"" height=""1550"" alt=""Image"" src=""https://github.com/user-attachments/assets/7eb01089-21f4-448f-9b86-dfd3de126127"" />

[Trace-20260108T043831.json](https://github.com/user-attachments/files/24495339/Trace-20260108T043831.json)

This even happens when chat is not doing anything, purely typing into the input causes it.

Maybe related to https://github.com/microsoft/vscode/issues/286304 cc @mrleemurray ",bug,0,https://github.com/microsoft/vscode/issues/286531
AI related quick picker accessible even when AI disabled,"Steps to Reproduce:

1. disable AI by configuring `chat.disableAIFeatures`
2. open quick open and type `?`

=> 🐛 find `agent` showing up.
",bug,0,https://github.com/microsoft/vscode/issues/286526
Don't show initial hint when sendKeybindingsToShell setting is true,"Related to https://github.com/microsoft/vscode/issues/286065

The chat and suggest keybindings won't work by design in this case.",bug,0,https://github.com/microsoft/vscode/issues/286517
Revert pasting in the editor to the previous stable implementation,"While trying to create a fix for https://github.com/microsoft/vscode/issues/252371 , a different problem was introduced, of duplicating the paste -- https://github.com/microsoft/vscode/issues/284848. We therefore want to revert to what we had at the start of the iteration.",bug,0,https://github.com/microsoft/vscode/issues/286506
Disabling AI does not apply without restart when Copilot installed,"Example in the editor:

<img width=""339"" height=""58"" alt=""Image"" src=""https://github.com/user-attachments/assets/c32bae55-05ee-41e5-8de8-d08ab8f3ed6f"" />",bug,0,https://github.com/microsoft/vscode/issues/286498
New task is created when one already exists from folder,"From: https://github.com/microsoft/vscode/issues/270296#issuecomment-3721129922 

Apparently task is labeled differently when choosing by navigating to folder (such as npm and clicking that) vs. choosing it from recent task run.

This is causing bug where new task is created wrongly, when it should just ask to terminate + re-run the same task. 

/cc @TylerLeonhardt  @meganrogge ",bug,0,https://github.com/microsoft/vscode/issues/286465
Review all safe to run npm commands,"`npm ci` should be safe for example, `npm i` not",feature-request,1,https://github.com/microsoft/vscode/issues/286463
documentSelector `json` for LSP-Connection will spam `textDocument/didOpen|didClose` request for all `package.json`,"
Type: <b>Bug</b>

coming from: https://github.com/oxc-project/oxc/pull/17615#discussion_r2669778736
Possible duplicate, but the server is just waiting for `textDocument/formatting`:  https://github.com/microsoft/vscode/issues/238935

my extension want to use the following code:

```ts
// This list is not used as-is for implementation to determine whether formatting processing is possible.
    const supportedExtensions = [
      ""json""
       // ... other extension
    ];

    const clientOptions: LanguageClientOptions = {
      // Register the server for plain text documents
      documentSelector: [
        {
          pattern: `**/*.{${supportedExtensions.join("","")}}`,
          scheme: ""file"",
        },
      ],
      ...
  }
```
I tried with a new `documentSelector` on `clientOptions`. With `{language: ""json""}` too, same bug.

When the server is started, VS Code will send, for every package.json in the project, a `textDocument/didOpen` and `textDocument/didClose` notification to the server. Even if you have only a TypeScript file open.
With a big project, this can send over 100 requests to the server.
Without `json`, the server is just waiting, after dynamic registrations, for the formatting request.

Try it yourself with the oxc [git pull request](https://github.com/oxc-project/oxc/pull/17615) and these settings.


```
{
  ""oxc.trace.server"": ""verbose"",
  ""oxc.path.oxfmt"": ""apps/oxfmt/dist/cli.js"", // debug with local oxfmt build
  ""oxc.fmt.configPath"": ""oxfmtrc.jsonc"",
  ""editor.defaultFormatter"": ""oxc.oxc-vscode"",
  ""editor.formatOnSave"": true
}
```

You need to rebase, execute these commands and restart the editor after it:
```
cd editors/vscode
pnpm install
pnpm oxfmt:build:debug
pnpm compile
pnpm package
pnpm install-extension
```

These are my export from the output channel:  [Oxc (Fmt).log](https://github.com/user-attachments/files/24479397/Oxc.Fmt.log), after some minutes these will happend again (without doing something): [Oxc (Fmt)2.log](https://github.com/user-attachments/files/24479448/Oxc.Fmt.2.log)

VS Code version: Code 1.107.1 (994fd12f8d3a5aa16f17d42c041e5809167e845a, 2025-12-17T14:15:14.850Z)
OS version: Windows_NT x64 10.0.26200
Modes:
Remote OS version: Linux x64 6.6.87.2-microsoft-standard-WSL2

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|AMD Ryzen 9 7900X 12-Core Processor             (24 x 4700)|
|GPU Status|2d_canvas: enabled<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>trees_in_viz: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|31.10GB (5.32GB free)|
|Process Argv|--folder-uri=vscode-remote://wsl+Ubuntu/home/sysix/dev/oxc --remote=wsl+Ubuntu --crash-reporter-id 2b3612a4-60c2-4760-b864-459fece876bf|
|Screen Reader|no|
|VM|0%|

|Item|Value|
|---|---|
|Remote|WSL: Ubuntu|
|OS|Linux x64 6.6.87.2-microsoft-standard-WSL2|
|CPUs|AMD Ryzen 9 7900X 12-Core Processor (24 x 0)|
|Memory (System)|15.17GB (8.94GB free)|
|VM|0%|
</details><details><summary>Extensions (39)</summary>

Extension|Author (truncated)|Version
---|---|---
vscode-jetbrains-keybindings|isu|0.1.9
remote-containers|ms-|0.434.0
remote-wsl|ms-|0.104.3
vscode-icons|vsc|12.15.0
rust-bundle|1Yi|1.0.0
vscode-intelephense-client|bme|1.16.3
vscode-eslint|dba|3.0.20
composer-php-vscode|DEV|1.64.18270
intelli-php-vscode|DEV|0.12.17700
phptools-vscode|DEV|1.64.18270
profiler-php-vscode|DEV|1.64.18270
docker|doc|0.18.0
githistory|don|0.6.20
EditorConfig|Edi|0.17.4
prettier-vscode|esb|11.0.2
dependi|fil|0.7.21
copilot-chat|Git|0.35.3
vscode-github-actions|git|0.29.1
gti-vscode|Gra|0.6.1
php-cs-fixer|jun|0.3.21
git-graph|mhu|1.30.0
vscode-containers|ms-|2.3.0
vscode-docker|ms-|2.0.0
extension-test-runner|ms-|0.0.14
live-server|ms-|0.4.16
vscode-just-syntax|nef|0.8.0
indent-rainbow|ode|8.3.1
oxc-vscode|oxc|1.38.0
vscode-yaml|red|1.19.1
rust-analyzer|rus|0.3.2743
vscode-coverage-gutters|rya|2.14.0
markdown-preview-enhanced|shd|0.8.20
code-spell-checker|str|4.4.0
even-better-toml|tam|0.21.2
typos-vscode|tek|0.1.47
vscode-lldb|vad|1.11.4
volar|Vue|3.2.2
gitblame|wad|11.2.0
markdown-all-in-one|yzh|3.6.3


</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
pythonvspyt551:31249599
binariesv615:30325510
nativeloc1:31344060
dwcopilot:31170013
dwoutputs:31242946
copilot_t_ci:31333650
e5gg6876:31282496
pythonrdcb7:31342333
6518g693:31436602
aj953862:31281341
6abeh943:31336334
cloudbuttont:31379625
3efgi100_wstrepl:31403338
use-responses-api:31390855
ddidt:31399633
6j29d282:31407606
ec5jj548:31422691
terminalsuggestenabled:31431119
cmp-ext-treat:31426748
cp_cls_c_966_ss:31442353
c0683394:31419495
478ah919:31426797
ge8j1254_inline_auto_hint_haiku:31427726
a5gib710:31434435
38bie571_auto:31426784
no_request_with_suggest:31435826
rename_enabled:31436409
7a04d226_do_not_restore_last_panel_session:31438103
anthropic_thinking_t:31432745
h0hdh950:31428394
cp_cls_c_1081:31433293
copilot-nes-oct-trt:31432596
nes-slash-models-on:31441832
nes-set-to-on:31441941
a43f0575b:31442825

```

</details>

<!-- generated by issue reporter -->",bug,0,https://github.com/microsoft/vscode/issues/286455
Allow users to request feature access from VS Code,"We are working to show disabled features in the UI but it would be nice to make this more actionable for the end user directly within VS Code. 

GH already supports ""requests"" for other features and I was provided the following resources on how other teams integrated with this. 
- https://github.com/github/github-ui/blob/main/packages/copilot-member-feature-requests/copilot-member-feature-requests.ts
- documentation for the request framework in general https://github.com/github/meao/discussions/2150
",feature-request,1,https://github.com/microsoft/vscode/issues/286454
Agent: Special characters made file un-editable for Opus,"`CMS Hospital Compare – “Are ratings actually meaningful?”` has 3 characters that totally broke editing for Opus.

<img width=""847"" height=""716"" alt=""Image"" src=""https://github.com/user-attachments/assets/376655fe-080f-47ef-8abd-b70bd9b4a460"" />",bug,0,https://github.com/microsoft/vscode/issues/286451
Do not show selectionMode in terminal suggest toolbar when quick suggestions are disabled,"Idea from @Tyriar 

This'll make things less confusing as now we select the suggest when explicitly invoked",feature-request,1,https://github.com/microsoft/vscode/issues/286440
